Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
127	285.9992	0.8069029	286.9168	284.04456	263.33334	71.393326	30.303867	101.23462	-15.05222	512000	-1.7881393e-09	71.58923	-0.0048354864	-44.22383	0.06057591	0.015610004	0.1695	10.0	620.0623474121094
128	286.35382	0.61686826	286.92477	285.56482	263.6	71.620766	29.416111	101.82206	-27.767988	516000	-5.00679e-09	28.400133	-0.012596342	-10.315302	0.06018537	0.0102536725	0.116	79.0	625.0583097934723
129	286.306	0.78052187	288.17813	285.60834	263.53333	71.48394	29.840496	103.38497	-19.358866	520000	-5.2452087e-09	21.084097	-0.0038724039	-6.802849	0.06975806	0.019354606	0.23925	7.0	628.9290370941162
130	287.02533	0.9089013	288.1414	285.49228	264.13333	71.57787	30.008251	101.4197	-19.286524	524000	-4.2915342e-09	17.765142	-0.0110825915	-2.5874405	0.06861234	0.010986042	0.13925	79.0	633.6888563632965
131	287.37646	0.9920403	289.3445	285.63556	264.4	71.648605	29.863976	101.66641	-19.544704	528000	-1.3828277e-08	15.093889	-0.010714269	-1.6481581	0.050175484	0.009405053	0.11175	79.0	638.5162131786346
132	286.64944	1.4000918	289.36404	284.18155	263.86667	72.041336	29.732044	101.90568	-11.190258	532000	2.384186e-10	19.740278	-0.0018161103	-3.6794415	0.03123194	0.015906408	0.1755	2.0	642.2425487041473
133	286.6369	1.0384619	288.15497	284.36826	263.8	71.69425	29.80481	101.45708	-11.804309	536000	3.5762786e-09	18.436996	-0.007478151	-2.751832	0.031074403	0.0051320842	0.08525	79.0	647.0093426704407
134	287.0586	1.1035123	289.4441	285.62415	264.13333	71.62536	29.8993	101.431206	-15.296093	540000	-2.0980835e-08	17.84515	-0.009494101	-3.2391167	0.024753217	0.005946194	0.1145	79.0	652.1085321903229
135	287.183	1.1746852	289.38553	284.3783	264.26666	71.68563	29.769121	101.363235	-27.945316	544000	1.1205673e-08	16.610785	-0.010183542	-2.45432	-0.0026807194	0.008824315	0.095	79.0	656.5430734157562
136	287.45508	0.7727682	288.17664	285.6548	264.46667	71.64861	30.021267	102.120224	-13.605154	548000	9.536743e-09	15.349799	-0.0077326437	-1.800149	0.00012516785	0.006206317	0.08775	79.0	661.8001725673676
137	287.55798	0.8846317	288.18057	285.65616	264.53333	71.82181	30.042141	101.24932	-10.827671	552000	-1.4066696e-08	16.658491	-0.011736999	-3.4551458	-0.017876325	0.004830573	0.1495	79.0	666.2583463191986
138	287.5242	0.9118482	289.41388	286.77933	264.53333	71.92327	29.753855	102.26296	-11.658181	556000	-1.66893e-08	17.993343	-0.010308038	-2.9121933	-0.044020828	0.008548597	0.112	79.0	670.5842022895813
139	288.0172	1.0575777	289.36044	286.8102	264.93332	71.454094	30.031633	101.43165	-15.988781	560000	-1.7166137e-08	16.778706	-0.007969878	-3.6765184	-0.0447104	0.0075825504	0.10325	79.0	675.9123051166534
140	287.49326	1.3150887	289.35504	284.16226	264.53333	71.90914	29.93027	100.96829	-20.7008	564000	1.9550324e-08	15.205551	-0.011226076	-2.2078085	-0.047483202	0.008021827	0.12175	79.0	680.4764049053192
141	287.66403	0.99144185	289.3475	285.4884	264.66666	71.600494	29.942543	101.61948	-12.4244995	568000	1.0967255e-08	13.308016	-0.008675011	-1.8392954	-0.05686986	0.010164251	0.13525	79.0	684.9673144817352
142	288.10898	1.5946772	290.6285	285.51486	265.0	71.476204	30.06737	100.76995	-13.985943	572000	-2.7418137e-08	14.401085	-0.010060216	-1.9015102	-0.0640151	0.009625863	0.11375	79.0	690.3443055152893
143	288.32547	1.4204358	290.6345	285.4449	265.2	71.75616	29.96485	101.74022	-26.64382	576000	1.2397766e-08	13.085156	-0.009916464	-1.2162085	-0.080638416	0.009939405	0.10875	79.0	694.6811907291412
144	289.33252	1.23364	291.8895	286.77988	266.0	71.45829	30.166271	101.66804	-11.812528	580000	-1.2874604e-08	12.646492	-0.008866434	-1.4842033	-0.07944595	0.00509166	0.0965	79.0	699.2049596309662
145	288.24844	1.0015341	289.35526	286.75214	265.13333	72.08617	29.916317	101.86756	-11.5867405	584000	1.001358e-08	23.513838	-0.0106863575	-8.308138	-0.08037592	0.013120456	0.14525	79.0	704.3839864730835
146	288.49908	1.2687855	290.62598	286.7122	265.33334	71.933304	29.89276	101.00395	-10.835228	588000	-1.4305115e-09	18.556444	-0.011443596	-5.3160744	-0.09042938	0.008955071	0.14525	79.0	708.8247547149658
147	289.64972	1.4315284	291.82104	286.71448	266.26666	71.37533	30.330774	101.77848	-20.540184	592000	1.7166137e-08	14.078468	-0.009935029	-2.1801062	-0.1275317	0.0050135087	0.10775	79.0	713.64759349823
148	289.59967	1.3762233	290.6299	286.84677	266.2	71.78416	30.066244	100.99883	-10.073895	596000	-2.861023e-09	16.142809	-0.006029685	-1.7703028	-0.12198764	0.0079405345	0.0885	79.0	718.4886529445648
149	290.00818	1.8202014	293.1393	285.69128	266.53333	71.740326	29.928062	103.257484	-15.335038	600000	5.722046e-09	14.45048	-0.009682196	-2.3072367	-0.12753952	0.0085080685	0.107	79.0	723.2167687416077
150	289.90512	1.3830975	291.87997	286.7667	266.46667	71.844795	30.03041	101.98804	-11.507469	604000	-7.927418e-09	12.680206	-0.007496018	-1.813137	-0.12940441	0.0090993615	0.106	79.0	728.5730800628662
151	289.96594	1.900862	293.09305	286.704	266.53333	71.89367	30.105238	102.21426	-13.275744	608000	-9.298325e-09	14.131336	0.00059570983	-1.9411364	-0.13875864	0.018365562	0.205	2.0	732.3033270835876
152	291.1486	1.5580646	293.15106	288.00427	267.42856	71.83717	30.091673	101.2831	-11.702905	612000	7.1525574e-10	12.346701	-0.0030160185	-2.9203281	-0.1390006	0.018052116	0.175	6.0	736.0294761657715
153	291.8932	1.4299861	294.42145	289.301	268.0	72.32786	30.043661	100.97502	-12.235766	616000	-9.536743e-09	12.412446	-0.00888884	-2.866496	-0.13871104	0.008400119	0.103	79.0	741.2045068740845
154	291.8992	1.5539831	294.36502	288.1871	268.0	72.54334	29.705433	101.541985	-11.107367	620000	1.1920929e-09	10.74992	-0.009159942	-1.7261591	-0.14302248	0.008278748	0.118	79.0	745.7508223056793
155	292.72858	1.680573	296.94534	290.6676	268.64285	72.41575	29.9581	101.96026	-27.033302	624000	2.0980835e-08	10.440931	-0.01049593	-1.1804686	-0.14698869	0.0042046164	0.1105	79.0	750.0674016475677
156	292.48087	2.1524017	295.7292	286.95117	268.42856	72.69543	29.777794	101.68919	-9.985243	628000	-1.8835069e-08	11.952207	-0.008023589	-1.8556719	-0.14454292	0.005395879	0.0985	79.0	755.3347017765045
157	292.54654	1.5444868	296.95102	289.4871	268.5	72.75538	29.617859	101.35142	-26.309734	632000	1.9073486e-08	12.962891	0.0018909203	-3.2098742	-0.14997417	0.015157478	0.20725	2.0	759.1218547821045
158	292.10385	2.350482	295.70386	288.19107	268.14285	72.71605	29.689907	101.137886	-10.023799	636000	7.152557e-09	11.288531	-0.008446814	-1.5316954	-0.15018213	0.008081173	0.096	79.0	763.5246880054474
159	293.26758	1.726364	295.6437	289.43707	269.07144	72.4398	29.91838	101.088776	-10.649412	640000	2.169609e-08	10.719436	-0.008534911	-1.6120701	-0.16649827	0.006380857	0.12175	79.0	768.7863986492157
160	293.61322	2.2905343	296.9597	288.2345	269.35715	72.804016	29.654476	101.36218	-27.877466	644000	1.4781952e-08	10.468841	-0.009287672	-1.4735117	-0.17618519	0.00788872	0.1055	79.0	773.1304745674133
161	294.14493	0.9685111	295.6718	291.95474	269.7857	72.73559	29.718378	101.20481	-13.458903	648000	9.536743e-09	8.058008	-0.009997941	-1.1988668	-0.18425582	0.005487078	0.13325	79.0	777.5195407867432
162	295.29678	1.3998835	296.95816	291.80487	270.7143	72.97356	30.044813	101.420235	-11.308439	652000	9.536744e-10	9.749888	-0.008591502	-1.567421	-0.18423586	0.0059473817	0.09975	79.0	782.8428900241852
163	294.77487	1.4720938	298.239	293.13202	270.2857	73.55085	29.461216	101.98848	-24.259796	656000	7.1525574e-10	10.596756	-0.008578596	-1.6001501	-0.21400572	0.008220272	0.09275	79.0	787.1736297607422
164	295.86127	1.242095	298.2323	293.19644	271.14285	73.06625	29.930506	101.930145	-11.65592	660000	-2.861023e-09	8.319155	-0.0067109396	-1.1688681	-0.2296634	0.0048160977	0.07575	79.0	791.8056733608246
165	295.67563	1.5900197	298.24432	293.12543	271.0	73.43589	29.653833	102.31812	-12.119591	664000	6.437302e-09	8.729012	-0.0086109685	-0.5926285	-0.22790976	0.010183689	0.11175	79.0	797.0137720108032
166	296.3804	0.91295254	298.2034	294.41525	271.57144	73.28256	29.95099	101.0163	-12.6521635	668000	1.0967255e-08	8.534735	-0.008861411	-0.6491494	-0.25182587	0.0072420062	0.127	79.0	801.4285070896149
167	295.39545	1.1763877	298.18497	294.36963	270.7857	73.70353	29.654121	102.273636	-12.371959	672000	-8.5830685e-09	9.512819	0.0060333135	-1.28652	-0.28245422	0.015420608	0.2225	12.0	805.6599640846252
168	295.0257	0.92123324	296.92218	293.11447	270.5	73.31611	29.566544	101.54898	-10.394377	676000	2.1457673e-08	8.858764	0.0011395789	-0.859077	-0.28406164	0.018283153	0.18225	4.0	811.4522619247437
169	295.82254	2.200657	299.4656	291.78882	271.14285	73.057625	29.991356	102.0276	-18.191797	680000	6.437302e-09	9.298111	-0.008824724	-1.083375	-0.28476617	0.006864168	0.11775	79.0	816.606139421463
170	297.0971	1.2612966	299.4608	294.37637	272.14285	73.283295	29.997404	101.42968	-10.920409	684000	1.2874604e-08	8.568576	-0.006517241	-0.7305722	-0.30449128	0.0039619165	0.122	79.0	823.0182800292969
171	296.84204	1.6107384	298.2143	293.1188	271.92856	73.70319	29.755312	102.476875	-11.335966	688000	-5.00679e-09	8.745418	-0.006589835	-0.72687626	-0.3244285	0.004555836	0.1005	79.0	827.3627452850342
172	297.38724	1.8199904	299.47736	293.20087	272.35715	73.4088	29.946354	102.23999	-10.6485195	692000	5.2452087e-09	7.9025564	0.0028402293	-0.71016264	-0.33258232	0.017062392	0.19625	6.0	831.0957853794098
173	297.22446	1.7151839	300.73184	294.45078	272.2143	73.712585	29.864334	102.64471	-11.19775	696000	-1.5974045e-08	8.877617	0.0009924419	-0.91457987	-0.33339012	0.020313708	0.24975	6.0	835.691320180893
174	299.76572	1.5136604	302.0147	296.99826	274.2143	73.08767	30.328447	102.65093	-14.9135275	700000	-4.053116e-09	8.357853	-0.007958295	-2.1084566	-0.33435	0.00477827	0.103	79.0	840.1582238674164
175	299.84836	1.6780765	303.26215	296.99164	274.2857	73.871666	30.046755	102.657265	-14.922304	704000	-1.168251e-08	8.746469	-0.0016773976	-0.8470917	-0.32305226	0.016088504	0.18525	14.0	844.0514154434204
176	301.75833	1.1875207	303.2954	299.47183	275.7857	73.698685	30.582264	102.58819	-10.953462	708000	1.1444092e-08	7.6366944	-0.0068289987	-2.2654204	-0.32339314	0.008362387	0.132	79.0	849.3191623687744
177	301.40033	1.6330738	304.54105	299.48883	275.5	74.259125	30.087315	102.6579	-14.126726	712000	1.3828277e-08	7.4246917	0.004308212	-1.586379	-0.33657074	0.023774363	0.2775	6.0	853.077644109726
178	302.03848	2.5198987	305.8279	298.25516	276.0	73.85325	30.280714	102.42606	-10.780122	716000	5.7935715e-08	6.841816	0.0006965773	-1.1038179	-0.33682638	0.015217858	0.17925	3.0	856.7685558795929
179	304.53848	6.9455447	322.29187	295.73587	278.0	73.78653	30.669321	102.29602	-12.979479	720000	5.00679e-09	16.144222	-0.0045762197	-4.615573	-0.33698487	0.018059364	0.153	6.0	861.350222826004
180	336.60992	97.08453	671.9377	299.4276	300.15384	71.85674	31.011185	102.72994	-14.402377	724000	3.7550926e-08	472.5857	-0.0015590825	-226.733	-0.33814815	0.016085565	0.2425	2.0	865.0625956058502
181	367.7289	138.99396	686.4745	295.77835	320.83334	79.82562	26.268965	107.533554	-8.94637	728000	2.5331975e-08	540.22723	-0.01745014	-149.44559	-0.33880234	0.016567525	0.1905	52.0	869.2590155601501
182	421.44452	170.40244	687.76025	300.7846	357.5	84.912346	23.079603	118.47468	-8.924752	732000	9.6559525e-09	846.2628	-0.014133853	-242.26978	-0.3655109	0.015670508	0.14225	16.0	874.1375091075897
183	474.09146	186.91379	687.82684	299.44894	392.77777	91.889206	19.664795	123.03892	-5.6833277	736000	-1.5377998e-08	689.77893	-0.021490755	-160.00983	-0.36953735	0.015569658	0.15575	67.0	878.4274826049805
184	457.02475	186.07632	689.38074	297.01633	381.1	96.95702	19.894428	128.57433	-19.287712	740000	-2.9563903e-08	577.3498	-0.008375706	-82.64697	-0.38281864	0.016698936	0.2155	7.0	882.1326329708099
185	545.11646	184.46257	689.46533	299.52304	440.625	94.75847	21.271296	127.60092	-14.37112	744000	-1.0251999e-08	554.01746	-0.019642586	-181.8671	-0.38396668	0.015028979	0.119	65.0	887.2917988300323
186	629.0495	128.95955	689.4439	313.41162	497.57144	101.77251	17.859987	127.25091	9.042852	748000	2.1457673e-08	461.31464	-0.016537512	-221.85843	-0.39963233	0.016983856	0.184	48.0	891.2898886203766
187	636.44806	126.69548	690.8061	326.13394	502.57144	104.95109	19.842566	132.31534	-2.126029	752000	-1.6212464e-08	394.32568	-0.0040538292	-112.71774	-0.39872575	0.022871345	0.20525	2.0	895.008486032486
188	685.7364	1.9969753	687.8732	681.22534	535.5714	109.403275	16.755455	139.92212	12.796896	756000	-2.5987624e-08	282.93225	-0.012717651	-127.9722	-0.39869976	0.008292957	0.12525	79.0	900.4506607055664
189	686.2384	3.782428	692.4096	678.6302	535.8571	106.98627	22.489252	136.60838	4.682249	760000	-3.3378602e-09	215.97351	-0.012318144	-91.3518	-0.3986676	0.011419537	0.1305	79.0	904.7627985477448
190	685.11163	1.0577767	686.68176	683.4551	535.1429	109.66548	19.935574	135.18712	-1.4945502	764000	6.556511e-09	229.0578	-0.009828009	-108.19497	-0.38955334	0.015045856	0.1335	48.0	908.9224576950073
191	686.9112	1.0682582	688.148	684.87524	536.2857	108.56802	21.500597	137.67157	0.7534181	768000	4.172325e-09	142.3808	-0.011836964	-58.520294	-0.39378002	0.008894247	0.11125	79.0	914.4018051624298
192	683.45087	4.1099577	688.1821	677.1015	534.0	109.10247	21.785822	134.07333	-2.0987616	772000	3.218651e-08	300.82687	-0.012094129	-186.41296	-0.3983513	0.015721535	0.137	59.0	918.6023988723755
193	684.08215	3.8155954	688.186	678.84216	534.4286	106.7259	22.792559	133.46188	8.9659815	776000	7.390976e-09	176.64151	-0.009682552	-55.127106	-0.38849294	0.015497838	0.13625	23.0	922.4835081100464
194	686.72156	1.0738406	688.1822	684.66614	536.1429	109.333954	20.975357	135.46509	8.521448	780000	1.4781952e-08	143.6484	-0.013785669	-39.943207	-0.380989	0.012305296	0.13125	79.0	927.713128566742
195	685.4647	1.5756861	686.6387	681.9838	535.2857	109.1923	21.547752	133.73491	4.75327	784000	-2.2530555e-08	139.1482	-0.0032408512	-38.649582	-0.39404845	0.016372431	0.17925	7.0	931.4192900657654
196	687.01935	1.0860889	688.22107	684.98517	536.2857	108.187515	22.056532	139.5198	5.896452	788000	9.894371e-09	169.06854	-0.011848285	-74.64634	-0.39453447	0.015051099	0.12025	52.0	935.5458381175995
197	685.7059	1.3761003	688.1327	683.5502	535.4286	108.43297	23.375734	135.72086	-0.30417728	792000	-3.194809e-08	90.30457	-0.012499468	-17.295471	-0.39316425	0.015656753	0.1655	36.0	940.6557462215424
198	687.03864	0.7122999	688.1865	686.53217	536.2857	108.84867	23.181515	134.03809	11.528436	796000	7.152557e-09	77.07199	-0.010472661	-20.852226	-0.39040458	0.008296825	0.112	79.0	944.9863712787628
199	685.9288	3.215366	688.2069	678.84344	535.5714	109.655106	21.074377	133.65048	2.2974677	800000	-2.0503998e-08	155.80705	-0.010406407	-58.28029	-0.3850857	0.010590222	0.14325	79.0	949.5548651218414
200	685.60754	1.4234563	688.0567	683.3406	535.4286	108.485695	23.833714	138.16748	5.273403	804000	7.033348e-09	89.7375	-0.008471058	-19.237701	-0.39655566	0.015079959	0.126	36.0	954.5012307167053
201	684.1036	4.6956115	688.11633	674.0694	534.4286	109.4998	21.822687	135.86241	3.3522646	808000	-6.7949295e-09	93.45425	-0.013250005	-50.856495	-0.40120116	0.011857563	0.1405	79.0	958.9397673606873
202	684.741	3.1516752	686.5659	677.2147	534.8571	110.27397	21.45556	133.97516	12.092862	812000	3.1352045e-08	130.79706	-0.01062281	-52.141	-0.38565442	0.00853555	0.1175	79.0	963.3069818019867
203	683.1783	5.5153036	688.16644	674.0438	533.8571	107.61721	24.458956	136.08644	11.013641	816000	-5.7697296e-08	64.21982	-0.012761661	-20.68695	-0.3769381	0.015090276	0.11025	64.0	968.3686966896057
204	684.7563	2.7866857	688.1435	678.8852	534.8571	108.20872	23.640987	133.1156	9.021322	820000	1.835823e-08	56.508827	-0.0006367942	-12.048988	-0.37966225	0.017809637	0.20975	2.0	972.0955719947815
205	686.1105	1.0866964	688.1135	684.96857	535.7143	108.544815	24.170593	131.23445	11.00988	824000	3.695488e-09	58.468697	-0.012288629	-17.282757	-0.37972534	0.015099211	0.14575	71.0	976.3907647132874
206	683.6756	4.8617444	688.1362	674.1402	534.1429	109.690186	21.81125	133.31203	10.949642	828000	-4.148483e-08	106.51206	-0.013967565	-50.126938	-0.37234637	0.011708074	0.133	79.0	981.7750279903412
207	686.368	1.5270247	688.16406	683.53015	535.8571	109.85501	21.973747	131.44756	11.684343	832000	-8.702278e-09	98.7361	-0.012099281	-37.375477	-0.37654254	0.0071266172	0.1195	79.0	986.1726863384247
208	686.7657	0.5588983	688.1333	686.4815	536.1429	108.31827	24.757824	132.8005	10.979681	836000	6.437302e-09	37.78983	-0.012596698	-11.706228	-0.37949297	0.008059721	0.11675	79.0	991.1186709403992
209	686.3101	1.0386575	688.1986	684.92175	535.8571	108.72275	23.694017	131.61963	12.151054	840000	7.867813e-09	33.163635	-0.012044737	-4.4960594	-0.40466914	0.014163238	0.1395	79.0	995.863272190094
210	686.48956	0.8574475	688.0967	684.89105	536.0	108.3712	24.814539	135.43222	11.15742	844000	1.6212464e-08	41.850967	0.0020558974	-8.526955	-0.3893377	0.016287737	0.2225	2.0	999.6734962463379
211	684.9272	3.2238784	686.545	677.1416	535.0	109.25089	23.691273	132.37924	12.507105	848000	-7.152557e-09	48.69599	-0.011992406	-11.357735	-0.38921788	0.015239559	0.16575	64.0	1004.5115051269531
212	686.8633	0.72761285	688.0852	686.36316	536.2857	108.308464	24.679909	132.13576	9.5588045	852000	1.9073487e-09	31.120985	-0.0117494315	-11.380262	-0.406969	0.010078691	0.11925	79.0	1009.2407701015472
213	685.7806	1.3802226	688.0029	683.4481	535.5714	108.81909	23.56735	131.73477	12.4817295	856000	-8.225441e-09	56.133785	-0.011251265	-14.346699	-0.4065881	0.015089201	0.14425	60.0	1013.462658405304
214	686.9312	1.1201581	688.09296	684.8422	536.2857	108.710106	23.908659	131.58788	5.989936	860000	2.193451e-08	37.695507	-0.01434595	-15.055597	-0.4209465	0.011751986	0.1625	79.0	1018.688800573349
215	686.2489	1.3056713	688.0833	684.8499	535.8571	109.08258	23.188715	133.40799	12.106094	864000	-2.1457673e-08	48.53438	-0.012901232	-21.719109	-0.4446638	0.010657089	0.1235	79.0	1023.2378516197205
216	685.53424	1.1336981	686.44775	683.28784	535.4286	108.22434	25.127773	132.7777	7.669963	868000	8.8214875e-09	28.697031	-0.012283999	-6.6254444	-0.45869687	0.010262325	0.13475	79.0	1027.5178246498108
217	686.0277	0.6945667	686.4817	684.91187	535.7143	109.84997	22.579039	130.76422	12.179264	872000	-1.6689301e-09	56.383987	-0.011520051	-20.292156	-0.46041632	0.0090329945	0.1275	79.0	1032.5820763111115
218	685.1009	1.5793991	688.04156	683.18665	535.1429	107.754585	24.886206	130.52126	12.972808	876000	3.004074e-08	61.263336	-0.010874227	-21.904583	-0.4784381	0.009568012	0.1135	79.0	1036.9817118644714
219	684.4396	1.0945071	686.43066	683.2601	534.7143	108.95873	23.484339	131.80722	10.635595	880000	2.193451e-08	56.68712	-0.012177476	-11.240524	-0.4955849	0.0058206054	0.1235	79.0	1041.32697057724
220	686.18854	1.0243675	687.98596	684.774	535.8571	108.76797	23.64944	132.17406	6.9783835	884000	-3.71933e-08	30.836588	-0.0118007	-9.796877	-0.5193481	0.015231733	0.12575	34.0	1046.2197217941284
221	685.97565	1.4056145	688.0274	683.2422	535.7143	108.71424	24.78189	131.45184	12.172541	888000	2.5749207e-08	17.94526	-0.0055766054	-2.0329885	-0.5182907	0.016869145	0.17375	16.0	1050.2528054714203
222	685.8363	1.4572251	688.10565	683.2469	535.5714	108.680756	23.566185	131.21353	12.164997	892000	4.7683715e-09	59.388874	-0.012100659	-17.669174	-0.5200862	0.013648692	0.129	79.0	1054.7282841205597
223	685.1473	4.093539	689.63806	675.6469	535.1429	108.14845	24.278114	131.18666	11.793261	896000	1.4305115e-09	41.867214	0.0007607961	-17.86657	-0.52623135	0.016788078	0.2095	2.0	1059.3534998893738
224	686.44916	1.4827294	688.0985	683.2976	536.0	109.239784	23.396566	130.7551	11.54785	900000	6.198883e-09	42.79408	-0.0034611174	-11.347313	-0.5262192	0.01562086	0.2055	5.0	1063.0227618217468
225	686.86664	1.078103	687.9839	684.8581	536.2857	108.81439	23.51311	133.32823	7.531987	904000	3.1471252e-08	40.40777	-0.0047989986	-13.212828	-0.52657676	0.015204198	0.158	11.0	1066.8280415534973
226	685.7724	1.8325279	688.01733	681.7824	535.5714	108.127716	25.037546	131.06953	10.117368	908000	-1.0967255e-08	41.441265	-0.0018231213	-16.28622	-0.52677494	0.015505594	0.1525	4.0	1071.4510657787323
